"sku","product","handle","pid","vid","variant","price","vendor","ptype"
"ARIEL-14WG-P-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385653026","14K White Gold / Prestige - VS1/F / 1.5 ct","4580.00","Orloff of Denmark","Engagement Ring"
"ARIEL-14WG-S-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385685794","14K White Gold / Signature - SI1/H / 1.5 ct","3620.00","Orloff of Denmark","Engagement Ring"
"ARIEL-14RG-P-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385718562","14K Rose Gold / Prestige - VS1/F / 1.5 ct","4580.00","Orloff of Denmark","Engagement Ring"
"ARIEL-14RG-S-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385751330","14K Rose Gold / Signature - SI1/H / 1.5 ct","3620.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18YG-P-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385784098","18K Yellow Gold / Prestige - VS1/F / 1.5 ct","4770.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18YG-S-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385816866","18K Yellow Gold / Signature - SI1/H / 1.5 ct","3820.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18WG-P-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385849634","18K White Gold / Prestige - VS1/F / 1.5 ct","4770.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18WG-S-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385882402","18K White Gold / Signature - SI1/H / 1.5 ct","3820.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18RG-P-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385915170","18K Rose Gold / Prestige - VS1/F / 1.5 ct","4770.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18RG-S-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385947938","18K Rose Gold / Signature - SI1/H / 1.5 ct","3820.00","Orloff of Denmark","Engagement Ring"
"ARIEL-PT-P-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748385980706","Platinum / Prestige - VS1/F / 1.5 ct","5010.00","Orloff of Denmark","Engagement Ring"
"ARIEL-PT-S-150-LG","ARIEL","ariel-lab-grown","10146143142178","51748386013474","Platinum / Signature - SI1/H / 1.5 ct","4060.00","Orloff of Denmark","Engagement Ring"
"ARIEL-14YG-P-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386046242","14K Yellow Gold / Prestige - VS1/F / 2 ct","6580.00","Orloff of Denmark","Engagement Ring"
"ARIEL-14YG-S-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386079010","14K Yellow Gold / Signature - SI1/H / 2 ct","4290.00","Orloff of Denmark","Engagement Ring"
"ARIEL-14WG-P-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386111778","14K White Gold / Prestige - VS1/F / 2 ct","6580.00","Orloff of Denmark","Engagement Ring"
"ARIEL-14WG-S-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386144546","14K White Gold / Signature - SI1/H / 2 ct","4290.00","Orloff of Denmark","Engagement Ring"
"ARIEL-14RG-P-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386177314","14K Rose Gold / Prestige - VS1/F / 2 ct","6580.00","Orloff of Denmark","Engagement Ring"
"ARIEL-14RG-S-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386210082","14K Rose Gold / Signature - SI1/H / 2 ct","4290.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18YG-P-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386242850","18K Yellow Gold / Prestige - VS1/F / 2 ct","6760.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18YG-S-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386275618","18K Yellow Gold / Signature - SI1/H / 2 ct","4470.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18WG-P-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386308386","18K White Gold / Prestige - VS1/F / 2 ct","6760.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18WG-S-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386341154","18K White Gold / Signature - SI1/H / 2 ct","4470.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18RG-P-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386373922","18K Rose Gold / Prestige - VS1/F / 2 ct","6760.00","Orloff of Denmark","Engagement Ring"
"ARIEL-18RG-S-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386406690","18K Rose Gold / Signature - SI1/H / 2 ct","4470.00","Orloff of Denmark","Engagement Ring"
"ARIEL-PT-P-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386439458","Platinum / Prestige - VS1/F / 2 ct","6980.00","Orloff of Denmark","Engagement Ring"
"ARIEL-PT-S-200-LG","ARIEL","ariel-lab-grown","10146143142178","51748386472226","Platinum / Signature - SI1/H / 2 ct","4690.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-P-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789261602","14K Yellow Gold / Prestige - VS1/F / 0.5 ct","950.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-S-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789294370","14K Yellow Gold / Signature - SI1/H / 0.5 ct","800.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-P-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789327138","18K Yellow Gold / Prestige - VS1/F / 0.5 ct","1130.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-S-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789359906","18K Yellow Gold / Signature - SI1/H / 0.5 ct","980.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-P-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789392674","14K White Gold / Prestige - VS1/F / 0.5 ct","950.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-S-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789425442","14K White Gold / Signature - SI1/H / 0.5 ct","800.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-P-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789458210","18K White Gold / Prestige - VS1/F / 0.5 ct","1130.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-S-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789490978","18K White Gold / Signature - SI1/H / 0.5 ct","980.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-P-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789523746","14K Rose Gold / Prestige - VS1/F / 0.5 ct","950.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-S-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789556514","14K Rose Gold / Signature - SI1/H / 0.5 ct","800.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-P-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789589282","18K Rose Gold / Prestige - VS1/F / 0.5 ct","1130.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-S-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789622050","18K Rose Gold / Signature - SI1/H / 0.5 ct","980.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-P-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789654818","Platinum / Prestige - VS1/F / 0.5 ct","1340.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-S-050-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789687586","Platinum / Signature - SI1/H / 0.5 ct","1180.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-P-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789720354","14K Yellow Gold / Prestige - VS1/F / 0.75 ct","1480.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-S-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789753122","14K Yellow Gold / Signature - SI1/H / 0.75 ct","1210.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-P-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789785890","18K Yellow Gold / Prestige - VS1/F / 0.75 ct","1650.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-S-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789818658","18K Yellow Gold / Signature - SI1/H / 0.75 ct","1390.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-P-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789851426","14K White Gold / Prestige - VS1/F / 0.75 ct","1480.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-S-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789884194","14K White Gold / Signature - SI1/H / 0.75 ct","1210.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-P-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789916962","18K White Gold / Prestige - VS1/F / 0.75 ct","1650.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-S-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789949730","18K White Gold / Signature - SI1/H / 0.75 ct","1390.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-P-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746789982498","14K Rose Gold / Prestige - VS1/F / 0.75 ct","1480.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-S-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790015266","14K Rose Gold / Signature - SI1/H / 0.75 ct","1210.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-P-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790048034","18K Rose Gold / Prestige - VS1/F / 0.75 ct","1650.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-S-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790080802","18K Rose Gold / Signature - SI1/H / 0.75 ct","1390.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-P-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790113570","Platinum / Prestige - VS1/F / 0.75 ct","1860.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-S-075-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790146338","Platinum / Signature - SI1/H / 0.75 ct","1590.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-P-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790179106","14K Yellow Gold / Prestige - VS1/F / 1 ct","2520.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-S-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790211874","14K Yellow Gold / Signature - SI1/H / 1 ct","2020.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-P-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790244642","18K Yellow Gold / Prestige - VS1/F / 1 ct","2700.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-S-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790277410","18K Yellow Gold / Signature - SI1/H / 1 ct","2200.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-P-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790310178","14K White Gold / Prestige - VS1/F / 1 ct","2520.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-S-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790342946","14K White Gold / Signature - SI1/H / 1 ct","2020.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-P-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790375714","18K White Gold / Prestige - VS1/F / 1 ct","2700.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-S-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790408482","18K White Gold / Signature - SI1/H / 1 ct","2200.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-P-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790441250","14K Rose Gold / Prestige - VS1/F / 1 ct","2520.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-S-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790474018","14K Rose Gold / Signature - SI1/H / 1 ct","2020.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-P-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790506786","18K Rose Gold / Prestige - VS1/F / 1 ct","2700.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-S-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790539554","18K Rose Gold / Signature - SI1/H / 1 ct","2200.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-P-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790572322","Platinum / Prestige - VS1/F / 1 ct","2890.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-S-100-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790605090","Platinum / Signature - SI1/H / 1 ct","2400.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-P-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790637858","14K Yellow Gold / Prestige - VS1/F / 1.5 ct","4460.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-S-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790670626","14K Yellow Gold / Signature - SI1/H / 1.5 ct","3510.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-P-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790703394","18K Yellow Gold / Prestige - VS1/F / 1.5 ct","4640.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-S-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790736162","18K Yellow Gold / Signature - SI1/H / 1.5 ct","3690.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-P-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790768930","14K White Gold / Prestige - VS1/F / 1.5 ct","4460.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-S-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790801698","14K White Gold / Signature - SI1/H / 1.5 ct","3510.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-P-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790834466","18K White Gold / Prestige - VS1/F / 1.5 ct","4640.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-S-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790867234","18K White Gold / Signature - SI1/H / 1.5 ct","3690.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-P-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790900002","14K Rose Gold / Prestige - VS1/F / 1.5 ct","4460.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-S-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790932770","14K Rose Gold / Signature - SI1/H / 1.5 ct","3510.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-P-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790965538","18K Rose Gold / Prestige - VS1/F / 1.5 ct","4640.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-S-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746790998306","18K Rose Gold / Signature - SI1/H / 1.5 ct","3690.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-P-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791031074","Platinum / Prestige - VS1/F / 1.5 ct","4850.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-S-150-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791063842","Platinum / Signature - SI1/H / 1.5 ct","3890.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-P-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791096610","14K Yellow Gold / Prestige - VS1/F / 2 ct","6990.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-S-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791129378","14K Yellow Gold / Signature - SI1/H / 2 ct","4530.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-P-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791162146","18K Yellow Gold / Prestige - VS1/F / 2 ct","7170.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-S-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791194914","18K Yellow Gold / Signature - SI1/H / 2 ct","4710.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-P-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791227682","14K White Gold / Prestige - VS1/F / 2 ct","6990.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-S-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791260450","14K White Gold / Signature - SI1/H / 2 ct","4530.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-P-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791293218","18K White Gold / Prestige - VS1/F / 2 ct","7170.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-S-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791325986","18K White Gold / Signature - SI1/H / 2 ct","4710.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-P-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791358754","14K Rose Gold / Prestige - VS1/F / 2 ct","6990.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-S-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791391522","14K Rose Gold / Signature - SI1/H / 2 ct","4530.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-P-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791424290","18K Rose Gold / Prestige - VS1/F / 2 ct","7170.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-S-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791457058","18K Rose Gold / Signature - SI1/H / 2 ct","4710.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-P-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791489826","Platinum / Prestige - VS1/F / 2 ct","7380.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-S-200-LG","KRISTINA","kristina-lab-grown","10145715519778","51746791522594","Platinum / Signature - SI1/H / 2 ct","4900.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-P-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778612002","14K Yellow Gold / Prestige - VS1/F / 0.5 ct","2810.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-S-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778644770","14K Yellow Gold / Signature - SI1/H / 0.5 ct","2380.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-P-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778677538","18K Yellow Gold / Prestige - VS1/F / 0.5 ct","2990.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-S-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778710306","18K Yellow Gold / Signature - SI1/H / 0.5 ct","2560.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-P-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778743074","14K White Gold / Prestige - VS1/F / 0.5 ct","2810.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-S-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778775842","14K White Gold / Signature - SI1/H / 0.5 ct","2380.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-P-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778808610","18K White Gold / Prestige - VS1/F / 0.5 ct","2990.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-S-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778841378","18K White Gold / Signature - SI1/H / 0.5 ct","2560.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-P-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778874146","14K Rose Gold / Prestige - VS1/F / 0.5 ct","2810.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-S-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778906914","14K Rose Gold / Signature - SI1/H / 0.5 ct","2380.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-P-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778939682","18K Rose Gold / Prestige - VS1/F / 0.5 ct","2990.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-S-050-NAT","KRISTINA","kristina-natural","10145707655458","51746778972450","18K Rose Gold / Signature - SI1/H / 0.5 ct","2560.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-P-050-NAT","KRISTINA","kristina-natural","10145707655458","51746779005218","Platinum / Prestige - VS1/F / 0.5 ct","3190.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-S-050-NAT","KRISTINA","kristina-natural","10145707655458","51746779037986","Platinum / Signature - SI1/H / 0.5 ct","2750.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-P-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779070754","14K Yellow Gold / Prestige - VS1/F / 0.75 ct","5240.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-S-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779103522","14K Yellow Gold / Signature - SI1/H / 0.75 ct","4160.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-P-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779136290","18K Yellow Gold / Prestige - VS1/F / 0.75 ct","5420.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-S-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779169058","18K Yellow Gold / Signature - SI1/H / 0.75 ct","4340.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-P-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779201826","14K White Gold / Prestige - VS1/F / 0.75 ct","5240.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-S-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779234594","14K White Gold / Signature - SI1/H / 0.75 ct","4160.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-P-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779267362","18K White Gold / Prestige - VS1/F / 0.75 ct","5420.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-S-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779300130","18K White Gold / Signature - SI1/H / 0.75 ct","4340.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-P-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779332898","14K Rose Gold / Prestige - VS1/F / 0.75 ct","5240.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-S-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779365666","14K Rose Gold / Signature - SI1/H / 0.75 ct","4160.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-P-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779398434","18K Rose Gold / Prestige - VS1/F / 0.75 ct","5420.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-S-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779431202","18K Rose Gold / Signature - SI1/H / 0.75 ct","4340.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-P-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779463970","Platinum / Prestige - VS1/F / 0.75 ct","5620.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-S-075-NAT","KRISTINA","kristina-natural","10145707655458","51746779496738","Platinum / Signature - SI1/H / 0.75 ct","4540.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-P-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779529506","14K Yellow Gold / Prestige - VS1/F / 1 ct","9600.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-S-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779562274","14K Yellow Gold / Signature - SI1/H / 1 ct","7130.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-P-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779595042","18K Yellow Gold / Prestige - VS1/F / 1 ct","9780.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-S-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779627810","18K Yellow Gold / Signature - SI1/H / 1 ct","7310.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-P-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779660578","14K White Gold / Prestige - VS1/F / 1 ct","9600.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-S-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779693346","14K White Gold / Signature - SI1/H / 1 ct","7130.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-P-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779726114","18K White Gold / Prestige - VS1/F / 1 ct","9780.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18WG-S-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779758882","18K White Gold / Signature - SI1/H / 1 ct","7310.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-P-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779791650","14K Rose Gold / Prestige - VS1/F / 1 ct","9600.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14RG-S-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779824418","14K Rose Gold / Signature - SI1/H / 1 ct","7130.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-P-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779857186","18K Rose Gold / Prestige - VS1/F / 1 ct","9780.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18RG-S-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779889954","18K Rose Gold / Signature - SI1/H / 1 ct","7310.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-P-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779922722","Platinum / Prestige - VS1/F / 1 ct","9980.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-PT-S-100-NAT","KRISTINA","kristina-natural","10145707655458","51746779955490","Platinum / Signature - SI1/H / 1 ct","7520.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-P-150-NAT","KRISTINA","kristina-natural","10145707655458","51746779988258","14K Yellow Gold / Prestige - VS1/F / 1.5 ct","19810.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14YG-S-150-NAT","KRISTINA","kristina-natural","10145707655458","51746780021026","14K Yellow Gold / Signature - SI1/H / 1.5 ct","16790.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-P-150-NAT","KRISTINA","kristina-natural","10145707655458","51746780053794","18K Yellow Gold / Prestige - VS1/F / 1.5 ct","19990.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-18YG-S-150-NAT","KRISTINA","kristina-natural","10145707655458","51746780086562","18K Yellow Gold / Signature - SI1/H / 1.5 ct","16980.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-P-150-NAT","KRISTINA","kristina-natural","10145707655458","51746780119330","14K White Gold / Prestige - VS1/F / 1.5 ct","19810.00","Orloff of Denmark","Engagement Ring"
"KRISTINA-14WG-S-150-NAT","KRISTINA","kristina-natural","10145707655458","51746780152098","14K White Gold / Signature - SI1/H / 1.5 ct","16790.00","Orloff of Denmark","Engagement Ring"
