"SKU","Parent Product SKU","Product Name","Category","Price Type","Unit","Tax-Inclusive Price","Min Price","Max Price","Cost","Supplier Price","Product Tags","Inventory Type","Track Stock Levels","Barcode","Variant Name 1","Variant Value 1","Variant Name 2","Variant Value 2","Variant Name 3","Variant Value 3","Supplier","Tax Name","Store Credits","Kitchen Station","ORLOFF OF DENMARK (BLUPORT)_Quantity","ORLOFF OF DENMARK (BLUPORT)_Warning Stock Level","ORLOFF OF DENMARK (BLUPORT)_Ideal Stock Level","Online Price","Online Discounted Price","Product Description"
"ORCB44","","Pave Heart Charm, Pink","Milestones & Sentiment","Fixed","","1200","","","167.28","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Heart dangle set throughout with pink stones.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:Pink

Size: 20mm

Weight: 1.7g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB45","","Daisy Charm, Pink","Nature","Fixed","","1200","","","163.54","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Pink enamel petals around a pave centre.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: CZ+Enamel

Size: 26mm

Weight: 2.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB46","","Sunglasses Charm","Travel & Lifestyle","Fixed","","1200","","","174.76","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Black enamel sunglasses dangle.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:NA / Enamel:Black

Size: 27mm

Weight: 2.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB47","","Teddy Bear Charm","Animals","Fixed","","900","","","152.32","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Seated bear in brown enamel with black enamel paws.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:NA / Enamel:Brown

Size: 25mm

Weight: 2.2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB48","","Baby Shoe Charm, Blue","Milestones & Sentiment","Fixed","","1600","","","245.48","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1600","","Light blue enamel shoe with white flowers and blue stones.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: CZ+Enamel

Size: 27mm

Weight: 3.7g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB49","","Linked Hearts Charm","Milestones & Sentiment","Fixed","","1200","","","215.56","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Two open hearts interlinked, clear stones on the bail.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:White

Size: 22mm

Weight: 3.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB50","","Dragonfly Crystal Charm","Nature","Fixed","","1200","","","211.82","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Openwork bead with white enamel wing shapes and blue and orange stones. Could read as flowers.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:Blue & Orange

Size: 11mm

Weight: 2.6g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB51","","Royal Carriage Charm","Travel & Lifestyle","Fixed","","1600","","","267.92","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1600","","Open carriage with spoked wheels, a seated figure and gold flowers.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Size: 12mm

Weight: 4.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB52","","Blossom and Butterfly Charm","Nature","Fixed","","900","","","141.44","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Pink and white enamel flowers with a pave butterfly dangle.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: CZ+Enamel

Size: 22mm

Weight: 1.2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB53","","Angel Pearl Charm","Milestones & Sentiment","Fixed","","1200","","","185.98","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","White shell pearl with pave wings.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:White

Size: 24mm

Weight: 2.2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB54","","Devil Pearl Charm","Milestones & Sentiment","Fixed","","1200","","","200.94","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Grey shell pearl with pave wings, horns and a tail.

Material: 925 Sterling Silver

Finish: Oxidized Silver, Highly

Stone: Stone:Black

Size: 23mm

Weight: 2.6g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB55","","Dreamcatcher Charm","Travel & Lifestyle","Fixed","","1200","","","181.90","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Openwork hoop with a magenta stone, feathers and coloured drops.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: Muti-color

Size: 30mm

Weight: 1.83g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB56","","Crown Charm","Sparkle & Classic","Fixed","","1200","","","179.52","","Sparkle & Classic;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Crown set with pink and purple stones.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: Muti-color

Size: 12mm

Weight: 2.2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB58","","Scissors and Comb Charm","Travel & Lifestyle","Fixed","","900","","","136.34","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","9","2","","900","","Hairdresser's scissors and comb dangle in polished silver.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 25mm

Weight: 1.3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB59","","Takeaway Coffee Charm","Travel & Lifestyle","Fixed","","900","","","145.18","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Lidded cup in brown enamel lettered COFFEE with rising steam.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 11mm

Weight: 2.07g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB60","","Owl Charm, Turquoise","Animals","Fixed","","1200","","","186.66","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Turquoise enamel owl with pave brow and blue stone eyes.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: +Enamel

Size: 11mm

Weight: 3.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB61","","Origami Crane Charm","Travel & Lifestyle","Fixed","","900","","","147.22","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Folded paper crane in polished silver.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 18mm

Weight: 1.8g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB62","","Family Tree Charm","Milestones & Sentiment","Fixed","","1200","","","191.08","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Tree of life in a beaded hoop with rose gold hearts and a Family tag.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: White

Size: 25mm

Weight: 2.3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB63","","Puzzle Heart Charm","Milestones & Sentiment","Fixed","","1200","","","162.18","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Heart worked as a jigsaw with a gold puzzle piece lettered YOU.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 10mm

Weight: 2.17g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB64","","Sunglasses and Stiletto Charm","Travel & Lifestyle","Fixed","","1200","","","185.64","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Black enamel sunglasses beside a red enamel high heel.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 12mm

Weight: 2.57g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB65","","Flamingo Charm, Pink","Animals","Fixed","","1200","","","191.76","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Standing flamingo in graded pink enamel with pave detail.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: +Enamel

Size: 30mm

Weight: 1.95g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB66","","Violin Charm","Travel & Lifestyle","Fixed","","900","","","119.00","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","8","2","","900","","Violin in brown enamel with silver strings and pegs.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 20mm

Weight: 0.9g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB67","","Feather Charm","Nature","Fixed","","900","","","131.92","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Tapering feather with a beaded bow at the quill.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: White

Size: 20mm

Weight: 0.98g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB70","","Witch Hat Charm","Milestones & Sentiment","Fixed","","1200","","","181.90","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Pointed hat in black enamel with applied silver stars.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 12mm

Weight: 2.57g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB71","","Key Charm, Red Enamel","Milestones & Sentiment","Fixed","","900","","","140.42","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Red enamel key over a rounded fob. Reads as a new home piece.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 20mm

Weight: 1.55g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB73","","Lucky Cat Charm","Animals","Fixed","","1200","","","156.06","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Beckoning cat with red enamel ears and a coloured heart flower collar.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 11mm

Weight: 2.28g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB74","","Elephant Charm, Blue Enamel","Animals","Fixed","","1200","","","174.42","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Walking elephant dangle patched with blue enamel.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 14mm

Weight: 2.9g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB76","","Treasure Chest Charm","Travel & Lifestyle","Fixed","","1600","","","249.56","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","7","2","","1600","","Domed chest in blue glitter enamel with silver scrollwork.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 14mm

Weight: 3.9g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB77","","Owl Charm, Gold Heart","Animals","Fixed","","1600","","","245.48","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1600","","Turquoise enamel owl with blue stone eyes and a gold heart.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: +Enamel

Size: 12mm

Weight: 4.56g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB78","","Mother and Child Charm","Milestones & Sentiment","Fixed","","1200","","","197.20","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Two rose gold figures forming a heart inside a pave ring.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: white

Size: 10mm

Weight: 2.07g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB79","","Safety Chain","Spacers & Clips","Fixed","","1600","","","316.20","","Spacers & Clips;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1600","","Two pave heart clips joined by a silver chain. Functional, not decorative.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: white

Size: 12mm

Weight: 5g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB80","","Sea Turtle Charm","Animals","Fixed","","1200","","","165.58","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Silver turtle over a disc set with blue stones.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: Blue

Size: 21mm

Weight: 2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB81","","I Love You Heart Charm","Milestones & Sentiment","Fixed","","1200","","","156.06","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Turquoise enamel heart lettered I Love you with white daisies.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: CZ+Enamel

Size: 9mm

Weight: 2.35g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB82","","Rainbow Heart Charm","Milestones & Sentiment","Fixed","","1200","","","187.00","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Openwork heart with arcs of blue, green, amber and red stones.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: Muti-color

Size: 9mm

Weight: 2.35g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB83","","Corgi Charm","Animals","Fixed","","1200","","","177.14","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Dog's face in yellow and brown enamel with a pave blaze and bow tie.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: CZ+Enamel

Size: 12mm

Weight: 2.5g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB84","","Dog Kennel Charm","Animals","Fixed","","1200","","","165.58","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Kennel with a sleeping dog and a pink heart stone.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: Purple

Size: 16mm

Weight: 2.5g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB85","","Puppy Face Charm","Animals","Fixed","","1200","","","163.54","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Puppy's face in brown and white enamel with floppy ears.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 11mm

Weight: 2.5g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB86","","Dachshund Charm","Animals","Fixed","","1200","","","193.46","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Spotted dachshund dangle with a gold collar and tail heart.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 21mm

Weight: 2.3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB88","","Faceted Glass Charm, Red","Sparkle & Classic","Fixed","","900","","","114.24","","Sparkle & Classic;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","900","","Faceted red glass bead with a silver core.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 12mm

Weight: 2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORCB89","","Snowman Charm","Milestones & Sentiment","Fixed","","1200","","","199.92","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","10","2","","1200","","Snowman in a gold hat and scarf with a gold snowflake dangle.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Stone: Blue+Red

Size: 22mm

Weight: 3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB05-P-18","","Durian Charm","Travel & Lifestyle","Fixed","","1200","","","173.06","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","30","2","","1200","","Gold fruit in a silver spiked husk.

Material: 925 Sterling Silver

Finish: Rhodium Plated, 18K Gold

Size: 12.5 x 8mm

Weight: 2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB06-P","","Danish Flag Charm, Pave","Travel & Lifestyle","Fixed","","1600","","","241.06","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","15","2","","1600","","Dannebrog, white cross over pink pave stones.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Red stone

Size: 11 x 10mm

Weight: 2.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB07-18K","","Lotus Flower Charm, 18K Gold","Nature","Fixed","","1200","","","197.54","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","15","2","","1200","","Pink and white enamel petals in a clear stone halo.

Material: 925 Sterling Silver

Finish: 18K Gold Plated, Enamel

Size: 10.5 x 10.5 x 11.2mm

Weight: 1.9g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB07-P","","Lotus Flower Charm","Nature","Fixed","","1200","","","205.36","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","15","2","","1200","","Same design, rhodium finish.

Material: 925 Sterling Silver

Finish: Rhodium Plating, Enamel

Size: 10.5 x 10.5 x 11.2mm

Weight: 1.9g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB08-18K","","Tassel Charm, 18K Gold","Sparkle & Classic","Fixed","","1200","","","178.84","","Sparkle & Classic;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","15","2","","1200","","Plain hanging tassel.

Material: 925 Sterling Silver

Finish: 18K Gold Plated

Size: 10.5 x 7.3 x 8.5mm

Weight: 2.50g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB08-P","","Tassel Charm","Sparkle & Classic","Fixed","","1200","","","186.66","","Sparkle & Classic;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","15","2","","1200","","Same design, rhodium finish.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 10.5 x 7.3 x 8.5mm

Weight: 2.50g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB09-P","","Whale Tail Charm","Animals","Fixed","","900","","","135.66","","Animals;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","30","2","","900","","Blue pave fluke. Could also read as a mermaid tail.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Stone: Blue stone

Size: 11.4 x 11mm

Weight: 1.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB10-P","","Royal Guard Charm","Travel & Lifestyle","Fixed","","1200","","","165.92","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","30","2","","1200","","Danish Livgarde, red tunic and gold bearskin.

Material: 925 Sterling Silver

Finish: Enamel

Size: 12 x 5mm

Weight: 1.2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB175","","Top Hat Portrait Charm","Travel & Lifestyle","Fixed","","1200","","","191.08","","Travel & Lifestyle;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","26","2","","1200","","Profile of a figure in a top hat, stars around the band. Given the Danish set (Little Mermaid, Dannebrog, Royal Guard) this most likely depicts Hans Christian Andersen.

Material: 925 Sterling Silver

Finish: Rhodium Plated

Size: 11mm

Weight: 2.5g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB181","","Aubergine Charm","Nature","Fixed","","1200","","","190.40","","Nature;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","27","2","","1200","","Purple enamel aubergine with green enamel leaves.

Material: 925 Sterling Silver

Finish: Gold Plating, Purple, Green

Stone: enamel

Size: 17 x 12mm

Weight: 2g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB182-1","","Aristotle Quote Charm, Discipline","Milestones & Sentiment","Fixed","","1600","","","283.22","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","12","2","","1600","","A hanging tag engraved with ""Through discipline comes freedom."", attributed to Aristotle. Rhodium plated with a sand effect finish.

Material: 925 Sterling Silver

Finish: Rhodium Plated, Sand Effect

Size: 12 x 17 x 2.5mm

Weight: 3.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB182-2","","Aristotle Quote Charm, Happiness","Milestones & Sentiment","Fixed","","1600","","","283.22","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","12","2","","1600","","A hanging tag engraved with ""Happiness depends upon ourselves."", attributed to Aristotle. Rhodium plated with a sand effect finish.

Material: 925 Sterling Silver

Finish: Rhodium Plated, Sand Effect

Size: 12 x 17 x 2.5mm

Weight: 3.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB182-3","","Aristotle Quote Charm, Friendship","Milestones & Sentiment","Fixed","","1600","","","283.22","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","12","2","","1600","","A hanging tag engraved with ""A friend is a second self."", attributed to Aristotle. Rhodium plated with a sand effect finish.

Material: 925 Sterling Silver

Finish: Rhodium Plated, Sand Effect

Size: 12 x 17 x 2.5mm

Weight: 3.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB182-5","","Aristotle Quote Charm, Knowledge","Milestones & Sentiment","Fixed","","1600","","","283.22","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","11","2","","1600","","A hanging tag engraved with ""The more you know, the more you know you don't know."", attributed to Aristotle. Rhodium plated with a sand effect finish.

Material: 925 Sterling Silver

Finish: Rhodium Plated, Sand Effect

Size: 12 x 17 x 2.5mm

Weight: 3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB182-6","","Aristotle Quote Charm, Education","Milestones & Sentiment","Fixed","","1600","","","283.22","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","11","2","","1600","","A hanging tag engraved with ""The roots of education are bitter, but the fruit is sweet."", attributed to Aristotle. Rhodium plated with a sand effect finish.

Material: 925 Sterling Silver

Finish: Rhodium Plated, Sand Effect

Size: 12 x 17 x 2.5mm

Weight: 3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB182-7","","Aristotle Quote Charm, Purpose","Milestones & Sentiment","Fixed","","1600","","","283.22","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","11","2","","1600","","A hanging tag engraved with ""Happiness is the meaning and the purpose of life, the whole aim and end of human existence."", attributed to Aristotle. Rhodium plated with a sand effect finish.

Material: 925 Sterling Silver

Finish: Rhodium Plated, Sand Effect

Size: 12 x 17 x 2.5mm

Weight: 3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB182-8","","Aristotle Quote Charm, Wisdom","Milestones & Sentiment","Fixed","","1600","","","283.22","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","12","2","","1600","","A hanging tag engraved with ""Knowing yourself is the beginning of all wisdom."", attributed to Aristotle. Rhodium plated with a sand effect finish.

Material: 925 Sterling Silver

Finish: Rhodium Plated, Sand Effect

Size: 12 x 17 x 2.5mm

Weight: 3g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
"ORGCB184-1","","Lao Tzu Quote Charm, The Journey","Milestones & Sentiment","Fixed","","1600","","","283.22","","Milestones & Sentiment;Line A;925 Silver","Simple","1","","","","","","","","Zhuhai Rinntin Jewelry","","","Do Not Print Kitchen Docket","11","2","","1600","","A hanging tag engraved with ""The journey of a thousand miles begins with one step."", attributed to Lao Tzu. Rhodium plated with a sand effect finish.

Material: 925 Sterling Silver

Finish: Rhodium Plated, Sand Effect

Size: 12 x 17 x 2.5mm

Weight: 3.1g

Fits all Orloff snake chain bracelets.

ORLOFF OF DENMARK."
