row_no,model_no,material,metal_finish,stone,size,weight_g,qty,unit_price_usd,total_price_usd,raw_desc
379,ORAPE23,925 Sterling Silver +AAAA CZ,Metal: Rhodium Plated,Stone: white,20mm,1.90,10,4.10,41.00,925 Sterling Silver +AAAA CZ | Metal: Rhodium Plated | Stone: white | 20mm
380,ORAPE13,925 Sterling Silver +AAAA CZ,Metal: Rhodium Plated,Stone: white,14mm,1.4,10,3.54,35.40,925 Sterling Silver +AAAA CZ | Metal: Rhodium Plated | Stone: white | 14mm
381,ORAPE19,925 Sterling Silver +AAAA CZ,Metal: Rhodium Plated,Stone: white,27mm,2.40,10,4.83,48.30,925 Sterling Silver +AAAA CZ | Metal: Rhodium Plated | Stone: white | 27mm
382,ORAPE20,925 Sterling Silver +AAAA CZ,Metal: Rhodium Plated,Stone: white,24mm,2.10,10,4.60,46.00,925 Sterling Silver +AAAA CZ | Metal: Rhodium Plated | Stone: white | 24mm
383,ORAPE21,925 Sterling Silver +AAAA CZ,Metal: Rhodium Plated,Stone: white,20mm,1.2,10,3.29,32.90,925 Sterling Silver +AAAA CZ | Metal: Rhodium Plated | Stone: white | 20mm
384,ORHAPE27-P,925 Sterling Silver +AAAA CZ,Metal: Rhodium Plated,Stone: Clear,7mm,0.2,10,1.38,13.80,925 Sterling Silver +AAAA CZ | Metal: Rhodium Plated | Stone: Clear | 7mm
385,ORHAPE27-G,925 Sterling Silver +AAAA CZ,Metal: 18K Gold Plated,Stone: Clear,7mm,0.2,10,1.38,13.80,925 Sterling Silver +AAAA CZ | Metal: 18K Gold Plated | Stone: Clear | 7mm
386,ORHAPE28-P,925 Sterling Silver +AAAA CZ,Metal: Rhodium Plated,Stone:Blue,6.5mm,0.3,10,1.41,14.10,925 Sterling Silver +AAAA CZ | Metal: Rhodium Plated | Stone:Blue | 6.5mm
387,ORHAPE28-G,925 Sterling Silver +AAAA CZ,Metal: 18K Gold Plated,Stone:Blue,6.5mm,0.3,10,1.41,14.10,925 Sterling Silver +AAAA CZ | Metal: 18K Gold Plated | Stone:Blue | 6.5mm
388,ORHAPE29-P,925 Sterling Silver +AAAA CZ,Metal: Rhodium Plated,Stone: Clear,7mm,0.3,10,1.41,14.10,925 Sterling Silver +AAAA CZ | Metal: Rhodium Plated | Stone: Clear | 7mm
389,ORHAPE29-G,925 Sterling Silver +AAAA CZ,Metal: 18K Gold Plated,Stone: Clear,7mm,0.3,10,1.41,14.10,925 Sterling Silver +AAAA CZ | Metal: 18K Gold Plated | Stone: Clear | 7mm
390,ORGCB05-P-18,925 Sterling Silver,Metal: Rhodium plated+18k gold,,12.5*8mm,2,30,5.09,152.70,925 Sterling Silver | Metal: Rhodium plated+18k gold | plated | 12.5*8mm
391,ORGCB06-P,925 Sterling Silver,Metal: Rhodium plated,Red stone,11*10mm,2.1,15,7.09,106.35,925 Sterling Silver | Metal: Rhodium plated | Red stone | 11*10mm
392,ORGCB50P,925 Sterling Silver,Metal: Rhodium plated+red enamel,,11*10mm,2.1,15,7.09,106.35,925 Sterling Silver | Metal: Rhodium plated+red enamel | 11*10mm
393,ORGCB07-18K,925 Sterling Silver,Metal: 18k gold plated+enamel,,10.5*10.5*11.2mm,1.9,15,5.81,87.15,925 Sterling Silver | Metal: 18k gold plated+enamel | 10.5*10.5*11.2mm
394,ORGCB07-P,925 Sterling Silver,Metal: rhodium plating +enamel,,10.5*10.5*11.2mm,1.9,15,6.04,90.60,925 Sterling Silver | Metal: rhodium plating +enamel | 10.5*10.5*11.2mm
395,ORGCB08-P,925 Sterling Silver,Metal: Rhodium plated,,10.5*7.3*8.5mm,2.50,15,5.49,82.35,925 Sterling Silver | Metal: Rhodium plated | 10.5*7.3*8.5mm
396,ORGCB08-18K,925 Sterling Silver,Metal: 18k gold plated,,10.5*7.3*8.5mm,2.50,15,5.26,78.90,925 Sterling Silver | Metal: 18k gold plated | 10.5*7.3*8.5mm
397,ORGCB09-P,925 Sterling Silver,Metal: Rhodium plated,Blue stone,11.4*11mm,1.1,30,3.99,119.70,925 Sterling Silver | Metal: Rhodium plated | Blue stone | 11.4*11mm
398,ORGCB10-P,925 Sterling Silver,Metal: Enamel,,12*5mm,1.2,30,4.88,146.40,925 Sterling Silver | Metal: Enamel | 12*5mm
399,ORGCB11-18K,925 Sterling Silver,Metal: Rhodium plated+18k gold,,20*11mm,2.8,30,6.21,186.30,925 Sterling Silver | Metal: Rhodium plated+18k gold | plated | 20*11mm
400,ORGCB12-18K,925 Sterling Silver,Metal: 18K gold plated,,17*9mm,2.50,30,5.12,153.60,925 Sterling Silver | Metal: 18K gold plated | 17*9mm
401,ORGCB18,925 Sterling Silver,Metal: rhodium plating+ enamel,,11*11mm,2.20,30,5.45,163.50,925 Sterling Silver | Metal: rhodium plating+ enamel | 11*11mm
402,ORGCB19-18K,925 Sterling Silver,Metal: 18K gold plated,,13.6*8.2MM,3.30,15,6.13,91.95,925 Sterling Silver | Metal: 18K gold plated | 13.6*8.2MM
403,ORGCB19-P,925 Sterling Silver,Metal: silver oxidation,,13.6*8.2MM,3.30,15,6.13,91.95,925 Sterling Silver | Metal: silver oxidation | 13.6*8.2MM
404,ORGCB20-18K,925 Sterling Silver,Metal: 18K gold plated,,16*13mm,3.00,15,5.75,86.25,925 Sterling Silver | Metal: 18K gold plated | 16*13mm
405,ORGCB20-P,925 Sterling Silver,Metal: silver oxidation,,16*13mm,3.00,15,5.75,86.25,925 Sterling Silver | Metal: silver oxidation | 16*13mm
406,ORGCB21-18K,925 Sterling Silver,Metal: 18K gold plated,,15*10mm,4.50,15,7.65,114.75,925 Sterling Silver | Metal: 18K gold plated | 15*10mm
407,ORGCB21-P,925 Sterling Silver,Metal: silver oxidation,,15*10mm,4.50,15,7.65,114.75,925 Sterling Silver | Metal: silver oxidation | 15*10mm
408,ORGCB22-18K,925 Sterling Silver,Metal: 18K gold plated,,17*15mm,1.7,15,4.34,65.10,925 Sterling Silver | Metal: 18K gold plated | 17*15mm
409,ORGCB22-P,925 Sterling Silver,Metal: silver oxidation,,17*15mm,1.7,14,4.34,60.76,925 Sterling Silver | Metal: silver oxidation | 17*15mm
410,ORGCB23-18K,925 Sterling Silver,Metal: 18K gold plated,,14*11mm,2.40,15,4.99,74.85,925 Sterling Silver | Metal: 18K gold plated | 14*11mm
411,ORGCB23-P,925 Sterling Silver,Metal: silver oxidation,,14*11mm,2.40,15,4.99,74.85,925 Sterling Silver | Metal: silver oxidation | 14*11mm
412,ORGCB24-18K,925 Sterling Silver,Metal: 18K gold plated,,16*14mm,2.60,15,5.25,78.75,925 Sterling Silver | Metal: 18K gold plated | 16*14mm
413,ORGCB24-P,925 Sterling Silver,Metal: silver oxidation,,16*14mm,2.60,15,5.25,78.75,925 Sterling Silver | Metal: silver oxidation | 16*14mm
414,ORGCB25,925 Sterling Silver,Metal: silver oxidation,,19*14mm,3.80,30,7.25,217.50,925 Sterling Silver | Metal: silver oxidation | 19*14mm
415,ORGCB26-18K,925 Sterling Silver,Metal: 18K gold plated,,16*6mm,2.30,15,5.10,76.50,925 Sterling Silver | Metal: 18K gold plated | 16*6mm
416,ORGCB26-P,925 Sterling Silver,Metal: silver oxidation,,16*6mm,2.30,13,5.10,66.30,925 Sterling Silver | Metal: silver oxidation | 16*6mm
417,ORGCB27,925 Sterling Silver,Metal: rhodium plating,,10.5*7.5mm,1.7,30,4.02,120.60,925 Sterling Silver | Metal: rhodium plating | 10.5*7.5mm
418,ORGCB28-18K,925 Sterling Silver,Metal: 18K gold plated,,14.5*5.5mm,2.50,15,5.35,80.25,925 Sterling Silver | Metal: 18K gold plated | 14.5*5.5mm
419,ORGCB28-P,925 Sterling Silver,Metal: silver oxidation,,14.5*5.5mm,2.50,15,5.35,80.25,925 Sterling Silver | Metal: silver oxidation | 14.5*5.5mm
420,ORGCB29-18K,925 Sterling Silver,Metal: 18K gold plated,,16.5*7.5mm,1.60,15,4.21,63.15,925 Sterling Silver | Metal: 18K gold plated | 16.5*7.5mm
421,ORGCB29-P,925 Sterling Silver,Metal: silver oxidation,,16.5*7.5mm,1.60,14,4.21,58.94,925 Sterling Silver | Metal: silver oxidation | 16.5*7.5mm
422,ORGCB30-18K,925 Sterling Silver,Metal: 18K gold plated,,15*8mm,3.00,15,6.03,90.45,925 Sterling Silver | Metal: 18K gold plated | 15*8mm
423,ORGCB30-P,925 Sterling Silver,Metal: silver oxidation,,15*8mm,3.00,15,6.03,90.45,925 Sterling Silver | Metal: silver oxidation | 15*8mm
424,ORGSB106-P-180,999 Sterling Silver,Metal: NA,,opening 40mm,28.90,30,47.43,1422.90,"999 Sterling Silver | Metal: NA | W:10mm, circumference :180mm | opening 40mm"
425,ORGSB106-P-190,999 Sterling Silver,Metal: NA,,opening 40mm,30.00,30,48.79,1463.70,"999 Sterling Silver | Metal: NA | W:10mm, circumference :190mm | opening 40mm"
426,ORGPN13,925 Sterling Silver+Cultured,Metal: 14K Gold Plated,Stone:White Pearl,41cm+5cm Extension,8,15,7.13,106.95,925 Sterling Silver+Cultured | Freshwater Pearl | Metal: 14K Gold Plated | Stone:White Pearl | 41cm+5cm Extension | Paper Clip Necklace Pearl Vintage | Chunky Link Chain
427,ORGPB01,925 Sterling Silver+Cultured,Metal: 14K Gold Plated,Stone:White Pearl,17cm+4cm Extension,3.7,15,4.83,72.45,925 Sterling Silver+Cultured | Freshwater Pearl | Metal: 14K Gold Plated | Stone:White Pearl | 17cm+4cm Extension | Paper Clip Necklace Pearl Vintage | Chunky Link Chain
428,ORGPB02,925 Sterling Silver+Cultured,Metal: 14K Gold Plated,Stone:White Pearl,5-6mm Freshwater Cultured Pearl,10,15,4.37,65.55,925 Sterling Silver+Cultured | Freshwater Pearl | Metal: 14K Gold Plated | Stone:White Pearl | 16cm+4cm Extension | 5-6mm Freshwater Cultured Pearl | Bracelet for Women
429,ORGPE05,925 Sterling Silver+Cultured,Metal: 14K Gold Plated,Stone:White Pearl,60mmH*15mmW,6.2,15,5.52,82.80,925 Sterling Silver+Cultured | Freshwater Pearl | Metal: 14K Gold Plated | Stone:White Pearl | 60mmH*15mmW | Baroque Freshwater Pearl Dangle | Earring for Women
430,ORGPN14,925 Sterling Silver+Cultured,Metal: 14K Gold Plated,Stone:White Pearl,65cm+5cm Extension,9.9,15,11.51,172.65,925 Sterling Silver+Cultured | Freshwater Pearl | Metal: 14K Gold Plated | Stone:White Pearl | 65cm+5cm Extension | Baroque Freshwater Cultured Pearl | Necklace for Women
431,ORGPE06,925 Sterling Silver+Cultured,Metal: 14K Gold Plated,Stone:White Pearl,30mmH*15mmW,6.0,15,5.29,79.35,925 Sterling Silver+Cultured | Freshwater Pearl | Metal: 14K Gold Plated | Stone:White Pearl | 30mmH*15mmW | Baroque Freshwater Cultured Pearl | Earring Stud for Women
432,ORPA0010,925 Sterling Silver,Metal: Silver palting,,4.4*10.2,1.94,10,5.92,59.20,925 Sterling Silver | Metal: Silver palting | None | 4.4*10.2
433,ORPA034,925 Sterling Silver,Metal: Oxidized Silver,,3.3*8.6mm,1.10,10,4.66,46.60,925 Sterling Silver | Metal: Oxidized Silver | None | 3.3*8.6mm
434,ORPA0035,925 Sterling Silver,Metal: Oxidized Silver,,3.6*9.8mm,1.50,9,5.35,48.15,925 Sterling Silver | Metal: Oxidized Silver | Pink | 3.6*9.8mm
435,ORPA0094,925 Sterling Silver,Metal: Silver palting,,3.6*10.5mm,1.40,10,4.79,47.90,925 Sterling Silver | Metal: Silver palting | pink | 3.6*10.5mm
436,ORPA0097,925 Sterling Silver,Metal: Oxidized Silver,,5.1*10.2mm,1.50,10,5.57,55.70,925 Sterling Silver | Metal: Oxidized Silver | purplr | 5.1*10.2mm
437,ORPA0123,925 Sterling Silver,Metal: Oxidized Silver,,4.1*9.8mm,1.23,10,4.39,43.90,925 Sterling Silver | Metal: Oxidized Silver | blue | 4.1*9.8mm
438,ORPA0132,925 Sterling Silver,Metal: Oxidized Silver,,3.8*11.1mm,1.63,10,5.46,54.60,925 Sterling Silver | Metal: Oxidized Silver | red and white | 3.8*11.1mm
439,ORPA0142,925 Sterling Silver,Metal: Oxidized Silver,,3.5*9.2mm,0.95,10,3.77,37.70,925 Sterling Silver | Metal: Oxidized Silver | None | 3.5*9.2mm
440,ORPA0147,925 Sterling Silver,Metal: Oxidized Silver,,3.5*9.2mm,0.93,10,3.75,37.50,925 Sterling Silver | Metal: Oxidized Silver | None | 3.5*9.2mm
441,ORPA0149,925 Sterling Silver,Metal: Oxidized Silver,,3.5*9.2mm,0.90,10,3.62,36.20,925 Sterling Silver | Metal: Oxidized Silver | None | 3.5*9.2mm
442,ORPA0107,925 Sterling Silver,Metal: Oxidized Silver,,8.2*10.3mm,1.50,10,5.50,55.00,925 Sterling Silver | Metal: Oxidized Silver | blue | 8.2*10.3mm
443,ORGCB51-WY,925 Sterling Silver,Metal: Rhodium plated+enamel,,14*14mm,1.60,30,4.93,147.90,925 Sterling Silver | Metal: Rhodium plated+enamel | 14*14mm
444,ORGCB51-YL,925 Sterling Silver,Metal: Rhodium plated+enamel,,14*14mm,1.60,30,4.93,147.90,925 Sterling Silver | Metal: Rhodium plated+enamel | 14*14mm
445,ORGCB51-YP,925 Sterling Silver,Metal: Rhodium plated+enamel,,14*14mm,1.60,29,4.93,142.97,925 Sterling Silver | Metal: Rhodium plated+enamel | 14*14mm
446,ORGCB51-YR,925 Sterling Silver,Metal: Rhodium plated+enamel,,14*14mm,1.60,30,4.93,147.90,925 Sterling Silver | Metal: Rhodium plated+enamel | 14*14mm
447,ORGCB51-P,925 Sterling Silver,Metal: Rhodium plated+enamel,,14*14mm,1.60,30,4.93,147.90,925 Sterling Silver | Metal: Rhodium plated+enamel | 14*14mm
448,ORGCB52-L,925 Sterling Silver,Metal: Rhodium plated+enamel,,17*12*2mm,4.00,28,7.56,211.68,925 Sterling Silver | Metal: Rhodium plated+enamel | 17*12*2mm
449,ORGCB53-L,925 Sterling Silver,Metal: Rhodium plated+enamel,,17*12*2mm,4.00,28,7.60,212.80,925 Sterling Silver | Metal: Rhodium plated+enamel | 17*12*2mm
450,ORGCB54-L,925 Sterling Silver,Metal: Rhodium plated+enamel,,17*12*2mm,4.00,28,7.65,214.20,925 Sterling Silver | Metal: Rhodium plated+enamel | 17*12*2mm
451,ORGCB55-L,925 Sterling Silver,Metal: Rhodium plated+enamel,,17*12*2mm,4.00,29,7.73,224.17,925 Sterling Silver | Metal: Rhodium plated+enamel | 17*12*2mm
452,ORGCB56-B,925 Sterling Silver,Metal: Rhodium plated+enamel,,17*12*2mm,4.00,26,7.57,196.82,925 Sterling Silver | Metal: Rhodium plated+enamel | 17*12*2mm
453,ORGCB57-Z,925 Sterling Silver,Metal: Rhodium plated+enamel,,18*13mm,3.90,27,7.82,211.14,925 Sterling Silver | Metal: Rhodium plated+enamel | 18*13mm
454,ORGCB58-LVR,925 Sterling Silver,Metal: Rhodium plated+enamel,,15*14.5mm,2.70,23,5.65,129.95,925 Sterling Silver | Metal: Rhodium plated+enamel | 15*14.5mm
455,ORCB32-Vir,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,16,4.31,68.96,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
456,ORCB32-Tau,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,16,4.42,70.72,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
457,ORCB32-Ari,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,15,4.26,63.90,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
458,ORCB32-Sco,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,11,4.31,47.41,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
459,ORCB32-Psc,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,15,4.17,62.55,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
460,ORCB32-Cap,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,13,4.42,57.46,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
461,ORCB32-Cnc,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,16,4.26,68.16,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
462,ORCB32-Sgr,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,16,4.31,68.96,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
463,ORCB32-Leo,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,16,4.31,68.96,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
464,ORCB32-Gem,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,16,4.31,68.96,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
465,ORCB32-Lib,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,15,4.35,65.25,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
466,ORCB32-Agr,925 Sterling Silver,Metal: Oxidized Silver,Blue Enamel,11mm,2.54,13,4.47,58.11,925 Sterling Silver | Metal: Oxidized Silver | Blue Enamel | 11mm
467,ORCB33-R,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm Garent,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm Garent | 11mm
468,ORCB33-P,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm Amethyest,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm Amethyest | 11mm
469,ORCB33-Q,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm Aquamarine,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm Aquamarine | 11mm
470,ORCB33-W,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm White,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm White | 11mm
471,ORCB33-LV,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm Emerlad,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm Emerlad | 11mm
472,ORCB33-PL,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm Alexendirte,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm Alexendirte | 11mm
473,ORCB33-M,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm Ruby,11mm,1.56,19,3.50,66.50,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm Ruby | 11mm
474,ORCB33-G,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone : 3mm Peridot,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone : 3mm Peridot | 11mm
475,ORCB33-BL,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm Sapphire,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm Sapphire | 11mm
476,ORCB33-F,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm Tourmaline,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm Tourmaline | 11mm
477,ORCB33-X,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm Yellow Topaz,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm Yellow Topaz | 11mm
478,ORCB33-L,925 Sterling Silver+AAAA CZ,Metal: Oxidized Silver,Main Stone :3mm Turquoise,11mm,1.56,20,3.50,70.00,925 Sterling Silver+AAAA CZ | Metal: Oxidized Silver | Main Stone :3mm Turquoise | 11mm
479,ORSMN30,925 Sterling Silver+DE Color,Metal: Rhodium Plated,,Chain :45cm (18inches),3.85,20,29.25,585.00,925 Sterling Silver+DE Color | Moissanite Diamonds | Metal: Rhodium Plated | 1ct D-E VVS | Chain :45cm (18inches)
480,ORSWE13,925 Sterling Silver+DE Color,Metal: Rhodium Plated,,6cm Height,1.50,14,27.21,380.94,925 Sterling Silver+DE Color | Moissanite Diamonds | Metal: Rhodium Plated | 0.5ct D-E VVS(2 pieces) | 6cm Height
481,ORSMR69,925 Sterling Silver+DE Color,Metal: Rhodium Plated,,,1.75,24,21.01,504.24,925 Sterling Silver+DE Color | Moissanite Diamonds | Metal: Rhodium Plated | 1ct D-E VVS | size6-9pcs /7-10pcs/ 8-5pcs
482,ORSMN45,925 Sterling Silver+DE Color,Metal: Rhodium Plated,,Chain :45cm (18inches),3.85,20,23.34,466.80,925 Sterling Silver+DE Color | Moissanite Diamonds | Metal: Rhodium Plated | 1ct D-E VVS | Chain :45cm (18inches)
483,ORCB199,925 Sterling Silver + AAAA CZ,Metal: Oxidized Silver,Stone: Multi-Colors,11mm,2.3,21,6.62,139.02,925 Sterling Silver + AAAA CZ | Metal: Oxidized Silver | Stone: Multi-Colors | 11mm
484,ORCB200,925 Sterling Silver,Metal: Oxidized Silver,Stone: None,10mm,1.5,20,4.60,92.00,925 Sterling Silver | Metal: Oxidized Silver | Stone: None | 10mm
485,ORCB201,925 Sterling Silver + AAAA CZ,Metal: Oxidized Silver,Stone: White,12mm,1.9,21,6.62,139.02,925 Sterling Silver + AAAA CZ | Metal: Oxidized Silver | Stone: White | 12mm
486,ORCB202,925 Sterling Silver,Metal: Oxidized Silver,Stone: None,11mm,2.0,19,5.34,101.46,925 Sterling Silver | Metal: Oxidized Silver | Stone: None | 11mm
487,ORCB203,925 Sterling Silver,Metal: Oxidized Silver,Stone: None,11.5mm,1.5,19,4.35,82.65,925 Sterling Silver | Metal: Oxidized Silver | Stone: None | 11.5mm
488,ORCB204,925 Sterling Silver + AAAA CZ,Metal: Oxidized Silver,Stone: White,11mm,2.3,19,5.40,102.60,925 Sterling Silver + AAAA CZ | Metal: Oxidized Silver | Stone: White | 11mm
489,ORCB205,925 Sterling Silver,Metal: Oxidized Silver,Stone: None,10.5mm,2.7,21,6.73,141.33,925 Sterling Silver | Metal: Oxidized Silver | Stone: None | 10.5mm
490,ORCB206,925 Sterling Silver,Metal: Oxidized Silver,Stone: None,10.5mm,2.0,20,5.24,104.80,925 Sterling Silver | Metal: Oxidized Silver | Stone: None | 10.5mm
491,ORCB176,925 Sterling Silver + AAAA CZ,Metal: Oxidized Silver,Stone: Multi-Colors,11mm,2.6,20,7.48,149.60,925 Sterling Silver + AAAA CZ | Metal: Oxidized Silver | Stone: Multi-Colors | 11mm
492,ORCB208,925 Sterling Silver + AAAA CZ +,Metal: Oxidized Silver,Enamel,23mm,2.0,21,6.52,136.92,925 Sterling Silver + AAAA CZ + | Enamel | Metal: Oxidized Silver | Stone: White | 23mm
493,ORCB209,925 Sterling Silver + AAAA CZ +,Metal:Rhodium Plated,Enamel,23.5mm,1.8,21,6.45,135.45,925 Sterling Silver + AAAA CZ + | Enamel | Metal:Rhodium Plated | Stone: White | 23.5mm
494,ORCB210,925 Sterling Silver,Metal:Rhodium Plated,Stone: none,24mm,1.8,20,5.77,115.40,925 Sterling Silver | Metal:Rhodium Plated | Stone: none | 24mm
495,ORCB211,925 Sterling Silver + AAAA CZ +,Metal:Rhodium Plated,Enamel,21mm,2.0,21,6.62,139.02,925 Sterling Silver + AAAA CZ + | Enamel | Metal:Rhodium Plated | Stone: White | 21mm
496,ORCB212,925 Sterling Silver + AAAA CZ,Metal:Rhodium Plated,Stone: Blue,22mm,1.3,20,4.30,86.00,925 Sterling Silver + AAAA CZ | Metal:Rhodium Plated | Stone: Blue | 22mm
497,ORCB213,925 Sterling Silver + AAAA CZ,Metal:Rhodium Plated,Stone: White,24mm,2.0,21,6.49,136.29,925 Sterling Silver + AAAA CZ | Metal:Rhodium Plated | Stone: White | 24mm
498,ORCB214,925 Sterling Silver,Metal: Oxidized Silver,Stone: None,11mm,1.6,19,4.60,87.40,925 Sterling Silver | Metal: Oxidized Silver | Stone: None | 11mm
499,ORCB215,925 Sterling Silver + AAAA CZ +,Metal:Rhodium Plated,Enamel,28mm,2.1,20,6.09,121.80,925 Sterling Silver + AAAA CZ + | Enamel | Metal:Rhodium Plated | Stone: White | 28mm
500,ORCB216,925 Sterling Silver + AAAA CZ +,Metal:Rhodium Plated,Enamel,26mm,2.3,20,6.61,132.20,925 Sterling Silver + AAAA CZ + | Enamel | Metal:Rhodium Plated | Stone: Pink | 26mm
501,ORCB217,925 Sterling Silver + AAAA CZ +,Metal:Rhodium Plated,Enamel,24mm,2.7,21,7.13,149.73,925 Sterling Silver + AAAA CZ + | Enamel | Metal:Rhodium Plated | Stone: Multi-Colors | 24mm
502,ORCB218,925 Sterling Silver + AAAA CZ +,Metal:Rhodium Plated,Enamel,24mm,2.5,12,6.55,78.60,925 Sterling Silver + AAAA CZ + | Enamel | Metal:Rhodium Plated | Stone: White | 24mm
503,ORCB219,925 Sterling Silver + AAAA CZ +,Metal:Rhodium Plated,Enamel,19mm,2.2,20,6.15,123.00,925 Sterling Silver + AAAA CZ + | Enamel | Metal:Rhodium Plated | Stone: White | 19mm
504,ORCB220,925 Sterling Silver + AAAA CZ +,Metal:Rhodium Plated,Enamel,25mm,2.0,20,7.41,148.20,925 Sterling Silver + AAAA CZ + | Enamel | Metal:Rhodium Plated | Stone: White | 25mm
505,ORCB221,925 Sterling Silver + Enamel,Metal: Oxidized Silver,Stone: None,19mm,2.0,19,6.35,120.65,925 Sterling Silver + Enamel | Metal: Oxidized Silver | Stone: None | 19mm
506,ORGSB114-195,999 Sterling Silver,Metal: NA,,52*61,29.70,29,48.68,1411.72,999 Sterling Silver | Metal: NA | 52*61
507,ORGSB114-205,999 Sterling Silver,Metal: NA,,54*63,30.00,27,50.63,1367.01,999 Sterling Silver | Metal: NA | 54*63
508,ORGCBB1-17-W,925 Sterling Silver,Metal: Rhodium plating + enamel,,17 cm,13.16,8,22.15,177.20,925 Sterling Silver | Metal: Rhodium plating + enamel | white | 17 cm
509,ORGCBB1-17-R,925 Sterling Silver,Metal: Rhodium plating + enamel,,17 cm,13.16,5,22.15,110.75,925 Sterling Silver | Metal: Rhodium plating + enamel | red | 17 cm
510,ORGCBB1-17-K,925 Sterling Silver,Metal: Rhodium plating + enamel,,17 cm,13.16,6,22.15,132.90,925 Sterling Silver | Metal: Rhodium plating + enamel | black | 17 cm
511,ORGCBB1-17-B,925 Sterling Silver,Metal: Rhodium plating + enamel,,17 cm,13.16,6,22.15,132.90,925 Sterling Silver | Metal: Rhodium plating + enamel | blue | 17 cm
512,ORGCBB1-17-G,925 Sterling Silver,Metal: Rhodium plating + enamel,,17 cm,13.16,8,22.15,177.20,925 Sterling Silver | Metal: Rhodium plating + enamel | flower | 17 cm
513,ORGCBB1-19-W,925 Sterling Silver,Metal: Rhodium plating + enamel,,19cm,14.40,8,23.95,191.60,925 Sterling Silver | Metal: Rhodium plating + enamel | white | 19cm
514,ORGCBB1-19-R,925 Sterling Silver,Metal: Rhodium plating + enamel,,19cm,14.40,8,23.95,191.60,925 Sterling Silver | Metal: Rhodium plating + enamel | red | 19cm
