"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / Thailand","Price / Thailand","Compare At Price / Thailand","Included / International","Price / International","Compare At Price / International","Status"
"coat-of-arms-charm","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB27-d.jpg","4","Coat of Arms Charm","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"danish-flag-charm-red-enamel","Danish Flag Charm, Red Enamel","<p style=""font-family: Inter, sans-serif;"">Dannebrog, white cross over red enamel.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Red Enamel<br>
<strong>Size:</strong> 11 x 10mm<br>
<strong>Weight:</strong> 2.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB50P","2","shopify","15","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB50P-a.jpg","1","Danish Flag Charm, Red Enamel","FALSE","Danish Flag Charm, Red Enamel | Orloff of Denmark","Dannebrog, white cross over red enamel.","","","","","","","","","","","","","","","g","","7.09","","","","","","","draft"
"danish-flag-charm-red-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB50P-b.jpg","2","Danish Flag Charm, Red Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"danish-flag-charm-red-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB50P-c.jpg","3","Danish Flag Charm, Red Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"danish-flag-charm-red-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB50P-d.jpg","4","Danish Flag Charm, Red Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-dangle-pink","Daisy Dangle, Pink","<p style=""font-family: Inter, sans-serif;"">Pink and white enamel petals with a yellow centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 14 x 14mm<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB51-P","2","shopify","30","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-P-a.jpg","1","Daisy Dangle, Pink","FALSE","Daisy Dangle, Pink | Orloff of Denmark","Pink and white enamel petals with a yellow centre.","","","","","","","","","","","","","","","g","","4.93","","","","","","","draft"
"daisy-dangle-pink","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-P-b.jpg","2","Daisy Dangle, Pink","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-dangle-pink","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-P-c.jpg","3","Daisy Dangle, Pink","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-dangle-pink","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-P-d.jpg","4","Daisy Dangle, Pink","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-white-and-yellow","Daisy Charm, White and Yellow","<p style=""font-family: Inter, sans-serif;"">Enamel daisy, white petals, yellow centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 14 x 14mm<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB51-WY","2","shopify","30","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-WY-a.jpg","1","Daisy Charm, White and Yellow","FALSE","Daisy Charm, White and Yellow | Orloff of Denmark","Enamel daisy, white petals, yellow centre.","","","","","","","","","","","","","","","g","","4.93","","","","","","","draft"
"daisy-charm-white-and-yellow","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-WY-b.jpg","2","Daisy Charm, White and Yellow","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-white-and-yellow","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-WY-c.jpg","3","Daisy Charm, White and Yellow","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-white-and-yellow","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-WY-d.jpg","4","Daisy Charm, White and Yellow","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-blue","Daisy Charm, Blue","<p style=""font-family: Inter, sans-serif;"">Blue enamel petals with a yellow centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 14 x 14mm<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB51-YL","2","shopify","30","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YL-a.jpg","1","Daisy Charm, Blue","FALSE","Daisy Charm, Blue | Orloff of Denmark","Blue enamel petals with a yellow centre.","","","","","","","","","","","","","","","g","","4.93","","","","","","","draft"
"daisy-charm-blue","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YL-b.jpg","2","Daisy Charm, Blue","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-blue","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YL-c.jpg","3","Daisy Charm, Blue","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-blue","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YL-d.jpg","4","Daisy Charm, Blue","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-purple","Daisy Charm, Purple","<p style=""font-family: Inter, sans-serif;"">Purple and white enamel petals with a yellow centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 14 x 14mm<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB51-YP","2","shopify","29","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YP-a.jpg","1","Daisy Charm, Purple","FALSE","Daisy Charm, Purple | Orloff of Denmark","Purple and white enamel petals with a yellow centre.","","","","","","","","","","","","","","","g","","4.93","","","","","","","draft"
"daisy-charm-purple","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YP-b.jpg","2","Daisy Charm, Purple","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-purple","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YP-c.jpg","3","Daisy Charm, Purple","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-purple","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YP-d.jpg","4","Daisy Charm, Purple","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-red","Daisy Charm, Red","<p style=""font-family: Inter, sans-serif;"">Red and white enamel petals with a yellow centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 14 x 14mm<br>
<strong>Weight:</strong> 1.60g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB51-YR","2","shopify","30","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YR-a.jpg","1","Daisy Charm, Red","FALSE","Daisy Charm, Red | Orloff of Denmark","Red and white enamel petals with a yellow centre.","","","","","","","","","","","","","","","g","","4.93","","","","","","","draft"
"daisy-charm-red","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YR-b.jpg","2","Daisy Charm, Red","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-red","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YR-c.jpg","3","Daisy Charm, Red","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"daisy-charm-red","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB51-YR-d.jpg","4","Daisy Charm, Red","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fortune-charm-blue-enamel","Fortune Charm, Blue Enamel","<p style=""font-family: Inter, sans-serif;"">Chinese character fu, fortune, in blue enamel on a white tag.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB52-L","4","shopify","28","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB52-L-a.jpg","1","Fortune Charm, Blue Enamel","FALSE","Fortune Charm, Blue Enamel | Orloff of Denmark","Chinese character fu, fortune, in blue enamel on a white tag.","","","","","","","","","","","","","","","g","","7.56","","","","","","","draft"
"fortune-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB52-L-b.jpg","2","Fortune Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fortune-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB52-L-c.jpg","3","Fortune Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fortune-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB52-L-d.jpg","4","Fortune Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"longevity-charm-blue-enamel","Longevity Charm, Blue Enamel","<p style=""font-family: Inter, sans-serif;"">Chinese character shou, longevity, in blue enamel.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB53-L","4","shopify","28","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB53-L-a.jpg","1","Longevity Charm, Blue Enamel","FALSE","Longevity Charm, Blue Enamel | Orloff of Denmark","Chinese character shou, longevity, in blue enamel.","","","","","","","","","","","","","","","g","","7.60","","","","","","","draft"
"longevity-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB53-L-b.jpg","2","Longevity Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"longevity-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB53-L-c.jpg","3","Longevity Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"longevity-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB53-L-d.jpg","4","Longevity Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"prosperity-charm-blue-enamel","Prosperity Charm, Blue Enamel","<p style=""font-family: Inter, sans-serif;"">Chinese character lu, prosperity, in blue enamel on a white tag.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB54-L","4","shopify","28","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB54-L-a.jpg","1","Prosperity Charm, Blue Enamel","FALSE","Prosperity Charm, Blue Enamel | Orloff of Denmark","Chinese character lu, prosperity, in blue enamel on a white tag.","","","","","","","","","","","","","","","g","","7.65","","","","","","","draft"
"prosperity-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB54-L-b.jpg","2","Prosperity Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"prosperity-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB54-L-c.jpg","3","Prosperity Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"prosperity-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB54-L-d.jpg","4","Prosperity Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"good-luck-charm-blue-enamel","Good Luck Charm, Blue Enamel","<p style=""font-family: Inter, sans-serif;"">Chinese character reading as ji, auspicious.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB55-L","4","shopify","29","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB55-L-a.jpg","1","Good Luck Charm, Blue Enamel","FALSE","Good Luck Charm, Blue Enamel | Orloff of Denmark","Chinese character reading as ji, auspicious.","","","","","","","","","","","","","","","g","","7.73","","","","","","","draft"
"good-luck-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB55-L-b.jpg","2","Good Luck Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"good-luck-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB55-L-c.jpg","3","Good Luck Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"good-luck-charm-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB55-L-d.jpg","4","Good Luck Charm, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"love-charm-black-enamel","Love Charm, Black Enamel","<p style=""font-family: Inter, sans-serif;"">Chinese character ai with the word Love beneath.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB56-B","4","shopify","26","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB56-B-a.jpg","1","Love Charm, Black Enamel","FALSE","Love Charm, Black Enamel | Orloff of Denmark","Chinese character ai with the word Love beneath.","","","","","","","","","","","","","","","g","","7.57","","","","","","","draft"
"love-charm-black-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB56-B-b.jpg","2","Love Charm, Black Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"love-charm-black-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB56-B-c.jpg","3","Love Charm, Black Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"love-charm-black-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB56-B-d.jpg","4","Love Charm, Black Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"love-charm-blue-enamel","Love Charm, Blue Enamel","<p style=""font-family: Inter, sans-serif;"">Presumed blue version of ORGCB56-B. NO IMAGE IN HD PICTURE.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Blue Enamel<br>
<strong>Size:</strong> 17 x 12 x 2mm<br>
<strong>Weight:</strong> 4.00g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB56-L","4","shopify","27","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB56-L.jpg","1","Love Charm, Blue Enamel","FALSE","Love Charm, Blue Enamel | Orloff of Denmark","Presumed blue version of ORGCB56-B.","","","","","","","","","","","","","","","g","","7.57","","","","","","","draft"
"acorn-charm","Acorn Charm","<p style=""font-family: Inter, sans-serif;"">Silver cap over brown enamel, green enamel leaf.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 18 x 13mm<br>
<strong>Weight:</strong> 3.90g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB57-Z","4","shopify","27","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB57-Z-a.jpg","1","Acorn Charm","FALSE","Acorn Charm | Orloff of Denmark","Silver cap over brown enamel, green enamel leaf.","","","","","","","","","","","","","","","g","","7.82","","","","","","","draft"
"acorn-charm","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB57-Z-b.jpg","2","Acorn Charm","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acorn-charm","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB57-Z-c.jpg","3","Acorn Charm","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acorn-charm","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB57-Z-d.jpg","4","Acorn Charm","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"good-luck-clover-charm","Good Luck Clover Charm","<p style=""font-family: Inter, sans-serif;"">Green enamel four leaf clover with a red ladybird, lettered Good luck.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated, Enamel<br>
<strong>Size:</strong> 15 x 14.5mm<br>
<strong>Weight:</strong> 2.70g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORGCB58-LVR","3","shopify","23","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB58-LVR-a.jpg","1","Good Luck Clover Charm","FALSE","Good Luck Clover Charm | Orloff of Denmark","Green enamel four leaf clover with a red ladybird, lettered Good luck.","","","","","","","","","","","","","","","g","","5.65","","","","","","","draft"
"good-luck-clover-charm","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB58-LVR-b.jpg","2","Good Luck Clover Charm","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"good-luck-clover-charm","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB58-LVR-c.jpg","3","Good Luck Clover Charm","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"good-luck-clover-charm","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORGCB58-LVR-d.jpg","4","Good Luck Clover Charm","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fluted-clip-clear-stone","Fluted Clip, Clear Stone","<p style=""font-family: Inter, sans-serif;"">A fluted silver band set with a single clear stone. Clips grip the chain, so your charms stay where you put them.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Silver Plating<br>
<strong>Size:</strong> 4.4 x 10.2mm<br>
<strong>Weight:</strong> 1.94g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA0010","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0010-a.jpg","1","Fluted Clip, Clear Stone","FALSE","Fluted Clip, Clear Stone | Orloff of Denmark","A fluted silver band set with a single clear stone.","","","","","","","","","","","","","","","g","","5.92","","","","","","","draft"
"fluted-clip-clear-stone","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0010-b.jpg","2","Fluted Clip, Clear Stone","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fluted-clip-clear-stone","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0010-c.jpg","3","Fluted Clip, Clear Stone","","","","","","","","","","","","","","","","","","","","","","","","","","",""
